Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
ADIRF-AS1,European-Only,True,False,2,SNCG protein levels; Skeletal muscle SNCG levels,4
GOLGA8M,European-Only,True,False,1,Grade of retinal pigmentation,1
ZMPSTE24,Both (Shared),True,True,5,Height; Height (baseline); Hematological traits (multi-trait analysis); Physical function (baseline); Pulse pressure,5
RN7SL42P,Both (Shared),True,True,4,Degree of unsaturation; Hematological traits (multi-trait analysis); TCN1 protein levels; TREM2 protein levels,3
DNAJC9,European-Only,True,False,1,"What is your height? (cm, inv-normal transformed)",1
FAM149B1,European-Only,True,False,2,"Alanine aminotransferase levels; What is your height? (cm, inv-normal transformed)",2
CPSF1,European-Only,True,False,2,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) levels; Mean platelet thrombocyte volume (UKB data field 30100),2
PSPHP1,Both (Shared),True,True,6,"Height; Height (maximum, inv-normal transformed); SUMF2 protein levels; Type 2 diabetes; height (mean, inv-normal transformed); height (minimum, inv-normal transformed)",5
MEST,European-Only,True,False,3,Aspartate aminotransferase levels; CPA4 protein levels; FLT4 protein levels,2
MGAT4FP,European-Only,True,False,5,Alanine aminotransferase levels; Aspartate aminotransferase levels; CHI3L1 protein levels; CHIT1 protein levels; Colorectal cancer,5
TMEM183A,European-Only,True,False,3,Alanine aminotransferase levels; Aspartate aminotransferase levels; CHIT1 protein levels,4
TMED2,Both (Shared),True,True,4,Aortic stenosis; Height (baseline); Physical function (baseline); Standing height (UKB data field 50),3
QRFP,Both (Shared),True,True,1,Aortic stenosis,1
RN7SL62P,European-Only,True,False,2,Alanine aminotransferase levels; Aspartate aminotransferase levels,2
OXCT2P1,Both (Shared),True,True,4,Body mass index; Isoleucine levels; Leucine levels; Total concentration of branched-chain amino acids (leucine + isoleucine + valine),2
GADD45GIP1,European-Only,True,False,2,Circulating CA3 levels; Physical function (baseline),2
STX5,European-Only,True,False,1,Hematological traits (multi-trait analysis),1
OR6X1,European-Only,True,False,1,Hematological traits (multi-trait analysis),1
RN7SL424P,European-Only,True,False,4,Contracture of palmar fascia [Dupuytren's disease] (PheCode 728.71); Dupuytren's disease; Free Cholesterol to Cholesteryl Esters in Medium VLDL ratio; Thyroid stimulating hormone levels,5
GTSF1,European-Only,True,False,1,Major depressive disorder,1
ZNF569,Both (Shared),True,True,3,Bone mineral density mean; Hematological traits (multi-trait analysis); Total cholesterol levels,3
GPATCH4,European-Only,True,False,4,Circulating BCAN levels; HDGF protein levels; NAD(P)H-hydrate epimerase levels; Total cholesterol levels,4
EPPIN,Both (Shared),True,True,5,HBEGF/SDC4 protein level ratio; Linoleic acid to total fatty acids percentage; Omega-6 fatty acids to total fatty acids percentage; Saturated fatty acids levels; Saturated fatty acids to total fatty acids percentage,3
SSU72L2,European-Only,True,False,1,Hematological traits (multi-trait analysis),2
SSU72P6,European-Only,True,False,1,Hematological traits (multi-trait analysis),1
LINC03136,European-Only,True,False,2,Hematological traits (multi-trait analysis); Physical function (baseline),2
TRIM49D2,Both (Shared),True,True,3,Blood cell traits latent factor 8 (white cell); Hematological traits (multi-trait analysis); Xanthurenate levels,3
CEP170P1,European-Only,True,False,4,AGRN protein levels; Cholesterol levels (adjusted for BMI) x vegetarianism interaction; Cholesterol levels x vegetarianism interaction; Major depressive disorder,4
NCF1B,Both (Shared),True,True,3,Omega-3 fatty acid levels; Omega-6 fatty acids to total fatty acids percentage; Total fatty acid levels,1
ANKRD13D,European-Only,True,False,1,Hematological traits (multi-trait analysis),1
OR5AQ1P,Both (Shared),True,True,21,Diacylglycerol (12:0/18:0) (Model 1); Gut microbial network clusters (Salmon (at 1 year) x Any Breastfeeding (Duration) interaction; Hematological traits (multi-trait analysis); Total lipids in very large HDL; Triacylglycerol 36:0(FA12:0) (Model 2); Triacylglycerol 40:0(FA12:0) (Model 1); Triacylglycerol 42:0(FA12:0) (Model 1); Triacylglycerol 42:1(FA12:0) (Model 1); Triacylglycerol 42:2(FA12:0) (Model 1); Triacylglycerol 42:2(FA12:0) (Model 2),8
LNC-WAL,Both (Shared),True,True,4,Atrial fibrillation; Height (baseline); Prostate-specific antigen levels; Thyroid stimulating hormone levels,4
CDH12P1,European-Only,True,False,3,Circulating CCL24 levels; Circulating GFRA2 levels; Thyroid stimulating hormone levels,2
SERF1A,European-Only,True,False,3,Circulating CCL24 levels; Circulating GFRA2 levels; Thyroid stimulating hormone levels,2
RIOX1,European-Only,True,False,2,Crystallized knowledge (multivariate analysis); Hematological traits (multi-trait analysis),1
MOB3A,European-Only,True,False,1,High-density lipoprotein levels,1
COX18,European-Only,True,False,2,Hematological traits (multi-trait analysis); High-density lipoprotein levels,2
GTF3C2-AS1,Both (Shared),True,True,6,Educational attainment; Monounsaturated fatty acid levels; Omega-6 fatty acids to total fatty acids percentage; Polyunsaturated fatty acids to total fatty acids percentage; Saturated fatty acids levels; Total fatty acid levels,3
RPS23,European-Only,True,False,3,Educational attainment; High-density lipoprotein levels; Strabismus and other disorders of binocular eye movements (PheCode 378),3
LGALS17A,European-Only,True,False,2,Hematological traits (multi-trait analysis); High-density lipoprotein levels,2
RNU6-698P,Both (Shared),True,True,1,Height,1
MIR512-1,Both (Shared),True,True,1,Height,1
PPP1R12C,Both (Shared),True,True,3,Height; PTPRH protein levels; Smoking initiation,4
APEX1,European-Only,True,False,18,APEX1/ELOA protein level ratio; APEX1/FUS protein level ratio; APEX1/GPKOW protein level ratio; APEX1/LSP1 protein level ratio; APEX1/METAP2 protein level ratio; APEX1/NMNAT1 protein level ratio; APEX1/PSIP1 protein level ratio; Aorta APEX1 levels; Liver APEX1 levels; Mitochondrial DNA copy number (adjusted),2
MRPL24,Both (Shared),True,True,3,HDGF protein levels; Monounsaturated fatty acid levels; Skeletal muscle HDGF levels,5
SHPK,Both (Shared),True,True,4,Cysteine s-sulfate levels; Dementia; Mammary artery SMPDL3A levels; SHPK protein levels,4
TMEM140,European-Only,True,False,1,Mean platelet thrombocyte volume (UKB data field 30100),1
ZSCAN1,European-Only,True,False,3,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH] (PheCode 573.6); Serum O-methylascorbate levels  x sex interaction; Stool frequency,3
G0S2,European-Only,True,False,1,Alanine aminotransferase levels,1
GAS1RR,Both (Shared),True,True,6,Gut microbial network clusters (Pink (at 1 year) x Household furry pet cat or dog (3 Months) interaction; Gut microbial network clusters (Sienna (at 1 year) x Exclusive Breastfeeding (6 Months) interaction; Height; Height (baseline); Memory decline in impaired cognition; Physical function (baseline),6
SDF2,European-Only,True,False,1,Mean platelet thrombocyte volume (UKB data field 30100),1
OR6K3,European-Only,True,False,1,Mean reticulocyte volume (UKB data field 30260),1
POGLUT2,European-Only,True,False,1,Gamma glutamyl transferase levels,1
SCPPPQ1,Both (Shared),True,True,4,Monounsaturated fatty acids to total fatty acids percentage; Omega-6 fatty acids to total fatty acids percentage; Polyunsaturated fatty acids to monounsaturated fatty acids ratio; SPARCL1 protein levels,6
HERPUD2-AS1,Both (Shared),True,True,13,Baseline memory in impaired cognition; Circulating CD99L2 levels; Circulating EGFL7 levels; Circulating IL18R1 levels; EGFL7 protein levels; Gamma glutamyl transferase levels; Hematological traits (multi-trait analysis); IL18R1 protein levels; Memory performance in cognitive impairment; Triglyceride levels in chylomicrons and extremely large VLDL,9
LINC03013,Both (Shared),True,True,5,Circulating EGFL7 levels; EGFL7 protein levels; Gamma glutamyl transferase levels; TNFRSF10C protein levels; Triglyceride levels in chylomicrons and extremely large VLDL,4
SNAPC3,European-Only,True,False,2,Gamma glutamyl transferase levels; Whole body fat mass (UKB data field 23100),2
SAPCD1-AS1,European-Only,True,False,2,Height (baseline); Physical function (baseline),1
COL6A2-DT,Both (Shared),True,True,5,Alzheimer's disease or family history of Alzheimer's disease; Gut microbial network clusters (Pink (at 1 year) x Older Siblings interaction; Height; Height (baseline); Physical function (baseline),5
NOL8,Both (Shared),True,True,3,FNDC1 protein levels; Forced expiratory volume in 1 second (FEV1); Height,3
TDRD6,European-Only,True,False,2,Alanine aminotransferase levels; Circulating PLA2G7 levels,2
MSL3,Both (Shared),True,True,1,Forced expiratory volume in 1 second (FEV1),1
AKT1S1,European-Only,True,False,5,Cerebrospinal fluid protein TBC1D17 levels; Gout (PheCode 274.1); Gout and other crystal arthrop (PheCode 274); Heart failure; Takes medication for gout?,2
CIB1,European-Only,True,False,2,Gamma glutamyl transferase levels; SEMA4B protein levels,2
BIRC6-AS2,European-Only,True,False,1,Gamma glutamyl transferase levels,1
RNU2-56P,Both (Shared),True,True,3,Bone mineral density mean; Gamma glutamyl transferase levels; Gut microbial network clusters (Pink (at 1 year) x Household furry pet dog (3 Months) interaction,3
THSD4-AS1,Both (Shared),True,True,3,Cerebellar grey matter morphology (MOSTest); Height; Interleukin-16 levels,3
HMGN1P5,European-Only,True,False,1,Mean sphered cell volume (UKB data field 30270),1
CD1C,European-Only,True,False,4,CD1C protein levels; Circulating CD1C levels; Mean sphered cell volume (UKB data field 30270); T-cell surface glycoprotein CD1c levels,7
IGKV2-23,Both (Shared),True,True,1,Hypothyroidism,1
IGKV2-24,Both (Shared),True,True,2,Hypothyroidism; KV105 protein level (protein group normalized intensity),2
HNRNPA3P14,European-Only,True,False,1,Gut microbiota alpha diversity (Shannon index),1
EEF1A1P45,Both (Shared),True,True,2,Hypothyroidism; Hypothyroidism (PheCode 244),1
TSSK6,European-Only,True,False,10,ANXA4/HSPB1 protein level ratio; CCN2/HBEGF protein level ratio; CPXM1/DKK1 protein level ratio; Circulating CRISP2 levels; HSPB1/PLIN3 protein level ratio; Hematological traits (multi-trait analysis); ITGB1BP2/MITD1 protein level ratio; ITGB1BP2/STAT5B protein level ratio; ITGB1BP2/USP8 protein level ratio; LYN/SIRT2 protein level ratio,3
TRBV24OR9-2,Both (Shared),True,True,1,Type 2 diabetes,1
DBNL,Both (Shared),True,True,14,CASP3/DBNL protein level ratio; CRKL/DBNL protein level ratio; DBNL/HEXIM1 protein level ratio; DBNL/MANF protein level ratio; DBNL/NCK2 protein level ratio; DBNL/PLA2G4A protein level ratio; DBNL/SKAP2 protein level ratio; DBNL/TBCB protein level ratio; DBNL/VASH1 protein level ratio; Height,3
TMA7B,European-Only,True,False,22,CA13/GRAP2 protein level ratio; DAB2/GRAP2 protein level ratio; DIABLO/GRAP2 protein level ratio; DOK2/GRAP2 protein level ratio; FADD/GRAP2 protein level ratio; GRAP2/NCK2 protein level ratio; GRAP2/PLPBP protein level ratio; GRAP2/SNAP23 protein level ratio; GRAP2/SNX9 protein level ratio; GRAP2/TYMP protein level ratio,1
IBA57,Both (Shared),True,True,1,Bone mineral density mean,1
OBSCN-AS1,Both (Shared),True,True,2,Bone mineral density mean; COVID-19 (hospitalized covid vs population),2
RAB32,Both (Shared),True,True,2,Bone mineral density mean; GLIPR1 protein levels,3
ZBTB11-AS1,Both (Shared),True,True,6,Bone mineral density mean; FKBP4/KYAT1 protein level ratio; GLOD4/KYAT1 protein level ratio; Height; KYAT1/PLPBP protein level ratio; KYAT1/QDPR protein level ratio,3
RPSAP56,Both (Shared),True,True,1,Bone mineral density variability,3
SMYD3-AS1,European-Only,True,False,1,Baseline memory in normal cognition,24
LINC00216,European-Only,True,False,1,Educational attainment,1
PALS1,European-Only,True,False,1,Educational attainment,1
ZNF705B,Both (Shared),True,True,1,Bone mineral density variability,1
DEFB108A,Both (Shared),True,True,1,Bone mineral density variability,1
PES1P1,Both (Shared),True,True,1,Bone mineral density variability,1
MIR527,European-Only,True,False,2,Blood cell traits latent factor 25 (white cell); Mercury levels,2
MIR516A1,European-Only,True,False,1,Mercury levels,1
ZCCHC3,Both (Shared),True,True,2,Height; Mercury levels,2
NRSN2-AS1,Both (Shared),True,True,2,Mercury levels; Type 2 diabetes,2
KRTAP10-1,Both (Shared),True,True,1,Suicide attempt,1
GPR179,European-Only,True,False,1,Aggressive periodontitis,1
AASDHPPT,European-Only,True,False,4,Memory decline; Memory decline (excluding comorbidities); Memory decline in normal cognition; Memory decline in normal cognition (excluding comorbidities),2
RNU6-625P,European-Only,True,False,1,Colorectal cancer,1
ZNF561,Both (Shared),True,True,6,Bone mineral density mean; CCL5/TACC3 protein level ratio; ENO2/TACC3 protein level ratio; MED18/TACC3 protein level ratio; PPP1R2/TACC3 protein level ratio; TACC3/TRIAP1 protein level ratio,3
SLC27A4,Both (Shared),True,True,2,DNM1 protein levels; Type 2 diabetes,2
URM1,Both (Shared),True,True,1,Type 2 diabetes,1
RILP,European-Only,True,False,7,CASP8/RILP protein level ratio; Circulating SCARF1 levels; METAP2/RILP protein level ratio; NSFL1C/RILP protein level ratio; RILP protein levels; RILP/RWDD1 protein level ratio; SCARF1 protein levels,4
FAM83G,Both (Shared),True,True,4,"1,5-anhydroglucitol (1,5-ag) levels; ALDH3A1 protein levels; Bone mineral density mean; SHMT1 protein levels",4
HCG4P8,European-Only,True,False,1,Hypothyroidism or rheumatoid arthritis (pleiotropy),7
GIMAP1,European-Only,True,False,4,Circulating VWF levels; GIMAP7 protein levels; Height (baseline); Memory decline in cognitive impairment,5
ZCRB1,European-Only,True,False,5,AXIN1/HEXIM1 protein level ratio; AXIN1/IKBKG protein level ratio; AXIN1/MAP2K6 protein level ratio; AXIN1/MAVS protein level ratio; AXIN1/SRPK2 protein level ratio,1
ATP5PDP2,European-Only,True,False,2,Memory decline in normal cognition; Memory decline in normal cognition (excluding comorbidities),2
OR52B6,Both (Shared),True,True,3,Gut microbial network clusters (Red (at 1 year) x Household furry pet dog (1 Year) interaction; Memory decline in normal cognition x sex interaction; Memory decline x sex interaction,2
CEACAM18,European-Only,True,False,6,CD33 protein levels; Memory decline in normal cognition x sex interaction; SIGLEC10 protein levels; SIGLEC5 protein levels; SIGLEC6 protein levels; SIGLEC8 protein levels,10
RNU2-23P,European-Only,True,False,16,AXIN1/CALCOCO1 protein level ratio; BANK1/CALCOCO1 protein level ratio; CALCOCO1/ERBIN protein level ratio; CALCOCO1/IKBKG protein level ratio; CALCOCO1/INPPL1 protein level ratio; CALCOCO1/VPS53 protein level ratio; Circulating EGFL7 levels; EGFL7 protein levels; LRPAP1 protein levels; LTBP3 protein levels,4
NPM1P39,Both (Shared),True,True,1,Bone mineral density mean,1
EIF4EBP2P1,Both (Shared),True,True,4,CDKN2D/ITGB1BP2 protein level ratio; Height; ITGB1BP2/MITD1 protein level ratio; TNFRSF14 levels,3
GGA2,European-Only,True,False,1,Dropout from exercise training interventions,1
SLC25A38,Both (Shared),True,True,4,Autoimmune hypothyroidism; Diverticulitis; GLIPR1 protein levels; Height,5
TRAPPC10,Both (Shared),True,True,9,CSTB protein levels; Cerebrospinal fluid protein ICOSLG levels; Cerebrospinal fluid protein L3HYPDH levels; Crohn's disease; GATD3 protein levels; Gut microbial network clusters (Salmon (at 1 year) x Any Breastfeeding (3 Months) interaction; ICOSLG protein levels; Inflammatory bowel disease; Visceral adipose tissue volume,10
CDH23-AS1,European-Only,True,False,1,Educational attainment,1
PVALEF,European-Only,True,False,2,Inflammatory bowel disease; Ulcerative colitis,1
CSAD,European-Only,True,False,5,Gestational hypertension; Hypotaurine levels; ICD10 O13: Gestational hypertension; KIT protein levels; Prostate cancer,4
DOP1A,Both (Shared),True,True,2,Height; Type 2 diabetes (age of onset),2
CDRT15P11,European-Only,True,False,1,Urine N-acetylglucosamine/N-acetylgalactosamine levels in chronic kidney disease,1
DGAT2L7P,European-Only,True,False,2,Plasma N-acetylhistidine levels in chronic kidney disease; Red blood cell erythrocyte count (UKB data field 30010),2
NOP53,European-Only,True,False,1,Metabolite levels (xylitol),1
IGLV2-11,European-Only,True,False,1,Cognitive domain scores for language or memory (pleiotropy),1
IGLV3-10,European-Only,True,False,1,Cognitive domain scores for language or memory (pleiotropy),1
EEF1A1P33,European-Only,True,False,1,Post-traumatic stress disorder,1
ZNF467,Both (Shared),True,True,8,1-linoleoyl-gpc (18:2) levels; CLEC4A protein levels; Childhood wheezing (late-onset); Circulating CLEC4A levels; Circulating SPON2 levels; Prostate-specific antigen levels; Quinolinate levels; SPON2 protein levels,6
NEIL1,European-Only,True,False,1,Idiopathic knee osteoarthritis,1
SEPTIN10P1,European-Only,True,False,1,Alcohol use disorder,1
ZPR1P1,European-Only,True,False,1,Multi-trait sex score,1
PIERCE2,European-Only,True,False,3,CKAP4 protein levels; Height (baseline); Multi-trait sex score,2
NIPSNAP3B,Both (Shared),True,True,5,Cerebrospinal fluid 3-hydroxy-2-ethylpropionate levels; Linoleic acid levels; Metabolite levels (allo-isoleucine); Pneumonia (PheCode 480); Urinary 3-hydroxyisobutyrate to urinary creatinine ratio,5
ARHGAP26-AS1,Both (Shared),True,True,3,Bone mineral density variability; Inflammatory bowel disease; Ulcerative colitis,2
ZNF451,Both (Shared),True,True,3,Body mass index; Childhood body mass index; Height,3
ZNF451-AS1,European-Only,True,False,1,Childhood body mass index,1
IGHV3-74,European-Only,True,False,6,CHAT protein levels; IGHV2-70 protein levels; IGHV3-49 protein levels; IGHV3-64 protein levels; IGHV3-72 protein levels; IgA nephropathy,5
IGHVII-74-1,European-Only,True,False,8,CHAT protein levels; EPB41L2 protein levels; IGHV2-70 protein levels; IGHV2-70D protein levels; IGHV3-49 protein levels; IGHV3-64 protein levels; IGHV3-72 protein levels; IgA nephropathy,7
CYP4F11,Both (Shared),True,True,4,Height; Memory decline in normal cognition; Plasma hexadecanedioate (C16-DC) levels in chronic kidney disease; Plateletcrit variance,4
MAGEB16,European-Only,True,False,1,Hippocampal subfield left CA3 volume (body),1
RBMXL1,Both (Shared),True,True,6,Circulating GBP2 levels; GBP2 protein levels; Height; Height (baseline); Metabolite levels (imidazole lactate; imidazolelactate); Physical function (baseline),5
UQCRHP3,European-Only,True,False,1,Hippocampal subfield left CA3 volume (head),1
LINS1,Both (Shared),True,True,2,Persistence with methotrexate treatment at one year in early rheumatoid arthritis; Relative abundance of the human milk microbiota (HMM) Brevundimonas sp.,4
RPS3AP29,European-Only,True,False,2,Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Plasma X-25422 levels in chronic kidney disease,2
VPS51P2,European-Only,True,False,2,Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Plasma X-25422 levels in chronic kidney disease,2
UCP3,Both (Shared),True,True,3,Cognitive domain scores for language; RELT protein levels; Valine levels,3
GTSE1-DT,European-Only,True,False,1,Plasma X-22162 levels in chronic kidney disease,1
ZNF212,Both (Shared),True,True,5,"Basophil (fraction, maximum, inv-norm transformed); Basophil (fraction, mean, inv-norm transformed); Height; Height (baseline); Hexadecadienoate (16:2n6) levels",4
ATP6V0E2-AS1,Both (Shared),True,True,1,Height,1
SSBP3-AS1,European-Only,True,False,2,12-lead ECG morphology phenotype; Inflammatory markers and poor diet (confirmatory factor analysis Factor 30),2
GDF9,Both (Shared),True,True,4,Educational attainment; Eosinophill percentage (UKB data field 30210); Height; Rapidly progressive Alzheimer's disease (clinical) (case-control set 2),3
EFCAB3,Both (Shared),True,True,6,Fracture of neck of femur (PheCode 800.1); Height; Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1); Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2); Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3); Rapidly progressive Alzheimer's disease (clinical) (case-control set 2),4
ZNF558,Both (Shared),True,True,4,Height; Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1); Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2); Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3),2
HMGB1P26,Both (Shared),True,True,6,Gut microbiome abundance (class Anaerostipes sp. (at 3 months) x Household furry pet cat (3 Months) interaction; Phobia (PheCode 300.13); Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1); Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3); Red vs non-red hair color; Weight,5
OR7E10P,European-Only,True,False,3,Circulating DEFB4A_DEFB4B levels; Oligodendroglioma; Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),3
MIR5692A2,European-Only,True,False,3,Circulating DEFB4A_DEFB4B levels; Oligodendroglioma; Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),3
KRBOX5,European-Only,True,False,1,Rapidly progressive Alzheimer's disease (clinical) (case-control set 3),1
VN1R9P,European-Only,True,False,4,Circulating IL17RA levels; IL17RA protein levels; Monocyte count (UKB data field 30130); Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3),5
C2orf72,Both (Shared),True,True,3,Baseline memory in normal cognition; Gut microbial network clusters (Pink (at 1 year) x Household furry pet dog (1 Year) interaction; Overall survival in colorectal cancer,3
SLC25A48-AS1,European-Only,True,False,1,Educational attainment,1
LINC01981,European-Only,True,False,1,Apparent treatment-resistant hypertension,1
EEF1E1-BLOC1S5,Both (Shared),True,True,4,Apparent treatment-resistant hypertension; BMP6 protein levels; Circulating BMP6 levels; S-methylcysteine sulfoxide levels,4
CFAP210,European-Only,True,False,3,Baseline memory in normal cognition; Baseline memory in normal cognition x sex interaction; Hematological traits (multi-trait analysis),2
TMED9,Both (Shared),True,True,6,Bone mineral density mean; F12 protein levels; FGFR4 protein levels; GPC1 protein levels; Height; Height (baseline),10
HEXA,European-Only,True,False,4,Body shape phenotype PC2; CD276 protein levels; Forced expiratory volume (baseline); Tinnitus,3
RNU6-177P,European-Only,True,False,3,Acetate levels; Glycerol levels; Systemic sclerosis,2
CICP14,European-Only,True,False,2,Acetate levels; Glycerol levels,1
VPREB3,European-Only,True,False,1,Methanol levels,1
NOL7,European-Only,True,False,2,Chronotype and breast cancer; Tinnitus,2
LRRC57,European-Only,True,False,1,Phenylalanine levels,1
SLC18B1,European-Only,True,False,5,Node-level brain connectivity (multivariate analysis); Pallidum iron levels (quantitative susceptibility mapping); Parkinson's disease; VNN1 protein levels; VNN2 protein levels,7
CAP1P2,Both (Shared),True,True,2,Apparent treatment-resistant hypertension; Bone mineral density mean,2
TUBAP1,European-Only,True,False,2,Ankylosing spondylitis (PheCode 715.2); Apparent treatment-resistant hypertension,2
RNA5SP70,Both (Shared),True,True,1,Major depressive disorder (broad),1
SMIM28,European-Only,True,False,2,PDCD6 protein levels; Rapidly progressive Alzheimer's disease (typical) (case-control set 1),2
SNAPC2,European-Only,True,False,1,Rapidly progressive Alzheimer's disease (clinical) (case-control set 1),1
RSPH4A,European-Only,True,False,2,Baseline memory in normal cognition x sex interaction; Physical function (baseline),2
ZNF702P,European-Only,True,False,3,Baseline memory in normal cognition x sex interaction; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; PHQ score x Polysocial risk score (PsRS) interaction,3
PTTG1IP2,European-Only,True,False,1,Retinopathy of prematurity,1
RPS4XP20,European-Only,True,False,4,Alzheimer's disease or family history of Alzheimer's disease; Corneal dystrophy (PheCode 364.5); Memory decline; Memory decline in normal cognition,7
RPS4XP21,European-Only,True,False,5,Alzheimer's disease or family history of Alzheimer's disease; Corneal dystrophy (PheCode 364.5); Memory decline; Memory decline in normal cognition; Retinal nerve fibre layer (RNFL) thickness,26
CHRM4,Both (Shared),True,True,3,Bone mineral density mean; Headache or migraine; Triglyceride to HDL cholesterol ratio,3
LINC00668,Both (Shared),True,True,1,Bone mineral density mean,2
SMIM39,Both (Shared),True,True,1,Bone mineral density mean,1
NAT10,Both (Shared),True,True,2,Bone mineral density mean; Height,2
RNU6-659P,Both (Shared),True,True,2,Apparent treatment-resistant hypertension; Gut microbiome abundance (class Lachnoclostridium sp. 15 (at 3 months) x Household furry pet dog (3 Months) interaction,2
YBX1,Both (Shared),True,True,6,Apparent treatment-resistant hypertension; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Hematological traits (multi-trait analysis); Red blood cell erythrocyte distribution width (UKB data field 30070); Retinal thickness (pixel 57_130); Ulcer of esophagus (PheCode 530.12),5
CLDN19,Both (Shared),True,True,7,Apparent treatment-resistant hypertension; ERMAP protein levels; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Hematological traits (multi-trait analysis); Red blood cell erythrocyte distribution width (UKB data field 30070); Retinal thickness (pixel 57_130); Ulcer of esophagus (PheCode 530.12),6
LIX1,Both (Shared),True,True,3,ERAP2 protein levels; Educational attainment; Gut microbiome abundance (class Ruminococcus sp. 4 (at 1 year) x Household furry pet cat (3 Months) interaction,4
FAM174A-DT,Both (Shared),True,True,6,Body mass index in cystic fibrosis; Educational attainment; Gut microbial network clusters (Salmon (at 1 year) x Birth Weight interaction; Hypertension; Pregnancy loss in nulliparas; Smoking initiation,10
RPL6P26,European-Only,True,False,2,Memory performance in cognitive impairment; Memory performance in cognitive impairment (excluding comorbidities),1
FTLP12,European-Only,True,False,3,Memory performance in cognitive impairment; Memory performance in cognitive impairment (excluding comorbidities); Neutrophil-to-lymphocyte ratio,3
ZNF461,Both (Shared),True,True,3,Bone mineral density mean; Circulating KIRREL2 levels; NPHS1 protein levels,5
PLEKHM1P1,Both (Shared),True,True,2,Bone mineral density mean; Height (baseline),3
IGSF6,Both (Shared),True,True,1,Major depressive disorder (broad),1
EIPR1-IT1,European-Only,True,False,1,Baseline memory x sex interaction,1
C14orf180,Both (Shared),True,True,3,Gut microbial network clusters (Salmon (at 1 year) x Any Formula feeding (3 Months) interaction; Gut microbial network clusters (Salmon (at 1 year) x Exclusive Breastfeeding (Duration) interaction; Memory decline,2
RNA5SP450,European-Only,True,False,1,Memory performance in normal cognition,1
CYP1D1P,Both (Shared),True,True,1,Bone mineral density mean,1
RAD1,Both (Shared),True,True,3,2-naphthol sulfate levels; Bone mineral density mean; Urinary 3-aminoisobutyrate to urinary creatinine ratio,3
TFIP11,European-Only,True,False,1,Apparent treatment-resistant hypertension,1
CENPL,Both (Shared),True,True,5,Apparent treatment-resistant hypertension; Body mass index; Forced vital capacity (FVC); Height; Unsupervised deep imaging phenotypes (UDIP-FA),5
KRT18P52,European-Only,True,False,1,Apparent treatment-resistant hypertension,1
COX6CP3,European-Only,True,False,2,Baseline memory in normal cognition x sex interaction; Unspecified disorder of lipoid metabolism (PheCode 272.9),6
CBR1,Both (Shared),True,True,2,Acetone levels; Height,2
NPAP1P9,European-Only,True,False,2,Citrate levels; Free Cholesterol to Cholesteryl Esters in Large HDL ratio,2
DEFB125,Both (Shared),True,True,3,Citrate levels; Leukocyte telomere length; Telomere length (principal component 2),2
PRR32,European-Only,True,False,1,Baseline memory in impaired cognition x sex interaction,1
MFSD14A,European-Only,True,False,1,Glucose levels,1
MFSD14A-AS1,European-Only,True,False,1,Glucose levels,1
FCHSD1,Both (Shared),True,True,2,Educational attainment; Height,2
SLC8B1,European-Only,True,False,3,Memory decline in impaired cognition; PLA2G15 protein levels; Pallidum iron levels (R2* MRI),3
RBM22P1,Both (Shared),True,True,2,Bone mineral density mean; Memory performance in cognitive impairment (excluding comorbidities),4
MIR4485,European-Only,True,False,4,AMPD3 protein levels; Autoimmune hypothyroidism; Hypothyroidism; Parkinson's disease,4
MIR4444-2,European-Only,True,False,1,Apparent treatment-resistant hypertension,1
LINC02648,European-Only,True,False,2,Apparent treatment-resistant hypertension; Eosinophilia (PheCode 288.3),2
NOS2P1,European-Only,True,False,2,Baseline memory in impaired cognition x sex interaction; LGALS9 protein levels,3
ZNF567-DT,Both (Shared),True,True,1,Bone mineral density mean,1
ZNF492,European-Only,True,False,1,Baseline memory in impaired cognition,1
ZNF849P,European-Only,True,False,1,Baseline memory in impaired cognition,1
RNF32,Both (Shared),True,True,2,Colorectal cancer x coffee intake interaction; Height,2
TCEAL5,Both (Shared),True,True,2,Baseline memory; Uric acid levels,2
BEX2,Both (Shared),True,True,2,Baseline memory; Uric acid levels,2
